NAME,COMP,MASS,R,RUPPER,RLOWER,UR,PER,ECC,DEC,RA,DIST,PLANETDISCMETH,STAR,MSTAR,RSTAR,TEFF,DATE,MULT
,,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,day,,deg,hr,pc,,,msun,rsun,k,,
Kepler-971 b,b,0.0158698,0.19,0.0003,0.0407,0.0205,9.59070716,0,41.18283333,18.93963889,345,Transit,Kepler-971,0.88,0.85,5431,2016,0
WASP-43 b,b,1.77609,0.93,0.07,0.09,0.08,0.813475,0,-9.80625,10.32722444,80,Transit,WASP-43,0.58,0.598,4400,2011,0
Kepler-1570 b,b,0.00364938,0.095,0.00076,0.02524,0.013,26.548955,0,45.82736111,19.99078889,463,Transit,Kepler-1570,0.92,0.89,5550,2016,0
Kepler-39 b,b,18.1805,1.22,0.12,0.1,0.11,21.0874,0.121,46.03427778,19.79735222,1200.05,Transit,Kepler-39,1.1,1.39,6260,2011,0
14 And b,b,4.68383,,,,,185.84,0,39.23640278,23.52144444,79.1766,RV,14 And,2.15,11.38,4813,2008,0
Kepler-1130 b,b,0.00129651,0.071,0.00179,0.01521,0.0085,5.45298175,0,45.38436111,19.01383333,234,Transit,Kepler-1130,0.9,0.81,5403,2016,0
Kepler-1191 b,b,0.0121297,0.135,0.00074,0.02126,0.011,5.60014851,0,48.00930556,19.44385278,876,Transit,Kepler-1191,0.85,0.81,5308,2016,0
Kepler-1012 b,b,0.00709482,0.115,0.00044,0.01156,0.006,5.50860439,0,46.45794444,19.28641667,420,Transit,Kepler-1012,0.95,0.91,5556,2016,0
Kepler-1145 b,b,0.00940137,0.125,0.00075,0.01925,0.01,3.97076766,0,43.04441667,19.68721111,714,Transit,Kepler-1145,0.79,0.75,5064,2016,0
Kepler-891 b,b,0.11109,0.572,0.00074,0.18326,0.092,53.44945593,0,40.35525,19.40558611,1372,Transit,Kepler-891,1.06,1.07,5887,2016,0
Kepler-727 b,b,0.0200617,0.226,0.0023,0.0567,0.0295,5.15448442,0,45.03441667,19.65646111,892,Transit,Kepler-727,0.89,0.86,5441,2016,0
WASP-88 b,b,0.563545,1.7,0.13,0.07,0.1,4.954,0,-48.462,20.63408333,,Transit,WASP-88,1.45,2.08,6430,2014,0
Kepler-792 b,b,0.0144664,0.175,0.00067,0.06433,0.0325,11.30119217,0,38.82072222,19.46712222,1205,Transit,Kepler-792,1.09,1.12,5971,2016,0
Kepler-975 b,b,0.0112658,0.132,0.00017,0.01283,0.0065,1.97034246,0,38.49527778,19.36990278,404,Transit,Kepler-975,0.8,0.75,4897,2016,0
Kepler-542 b,b,0.0117248,0.14,0.00007,0.01893,0.0095,13.14497566,0,38.54858333,19.48100556,439,Transit,Kepler-542,0.93,0.9,5526,2016,0
Kepler-656 b,b,0.0289572,0.278,0.00004,0.04896,0.0245,1.26025909,0,47.38158333,19.22186111,867,Transit,Kepler-656,0.86,0.82,5281,2016,0
Kepler-489 b,b,0.18782,0.689,0.00016,0.03284,0.0165,17.27629612,0,38.18433333,19.38887778,379,Transit,Kepler-489,0.82,0.76,5014,2016,0
81 Cet b,b,4.31096,,,,,952.7,0.206,-3.396066667,2.628272222,100.908,RV,81 Cet,1.74,15.7275,4845,2008,0
Kepler-1204 b,b,0.0277215,0.272,0.00094,0.10406,0.0525,85.7350285,0,42.49813889,19.2961,1282,Transit,Kepler-1204,1.03,1.03,5825,2016,0
Kepler-1218 b,b,0.0101747,0.128,0.00012,0.02488,0.0125,22.9221266,0,44.53172222,19.4386,667,Transit,Kepler-1218,1.06,1.1,5986,2016,0
Kepler-1043 b,b,0.0201979,0.227,0.00263,0.05337,0.028,38.5053398,0,47.56858333,18.77753333,838,Transit,Kepler-1043,0.92,0.9,5629,2016,0
Kepler-1396 b,b,0.015383,0.185,0.00179,0.10121,0.0515,18.2206421,0,44.91830556,19.62243056,1236,Transit,Kepler-1396,1.18,1.27,6195,2016,0
CoRoT-3 b,b,21.8549,1.01,0.07,0.07,0.07,4.2568,0,0.121833333,19.47035139,833.333,Transit,CoRoT-3,1.37,1.56,6740,2008,0
Kepler-648 b,b,0.0309268,0.287,0.00045,0.03155,0.016,17.4211749,0,45.01688889,18.92664444,665,Transit,Kepler-648,1.05,0.98,5741,2016,0
Kepler-910 b,b,0.00142986,0.073,0.00018,0.00682,0.0035,2.36436901,0,42.743,19.73649167,402,Transit,Kepler-910,1.26,1.5,6230,2016,0
Kepler-1506 b,b,0.00774372,0.118,0.00091,0.02809,0.0145,14.0329154,0,41.46458333,19.343325,1318,Transit,Kepler-1506,0.95,0.93,5676,2016,0
HAT-P-38 b,b,0.267569,0.825,0.092,0.063,0.0775,4.640382,0.067,32.24633333,2.358866667,249.339,Transit,HAT-P-38,0.886,0.923,5330,2012,0
Kepler-1602 b,b,0.00819664,0.12,0.00057,0.07243,0.0365,11.17931605,0,40.42747222,19.57205833,815,Transit,Kepler-1602,1.22,1.36,6296,2016,0
Kepler-1077 b,b,0.0231879,0.247,0.0026,0.0884,0.0455,34.3511874,0,42.26786111,19.40224167,1098,Transit,Kepler-1077,1.02,1.02,5816,2016,0
Kepler-1580 b,b,0.0156727,0.188,0.00029,0.05471,0.0275,56.6449279,0,41.36355556,19.06458056,872,Transit,Kepler-1580,1.47,2.15,6228,2016,0
HD 32963 b,b,0.7,,,,,2372,0.07,26.328125,5.132169445,36.3901,RV,HD 32963,1.03,0.988525,5272,2016,0
Kepler-97 b,b,0.0106941,0.132037,0.011598,0.011598,0.011598,2.58664,0,48.67341667,19.15510833,,Transit,Kepler-97,0.94,0.98,5779,2014,0
WASP-96 b,b,0.48,1.2,0.06,0.06,0.06,3.4252602,0,-47.36061111,0.069761111,,Transit,WASP-96,1.06,1.05,5540,2013,0
Kepler-1229 b,b,0.00940137,0.125,0.00157,0.02043,0.011,86.828989,0,46.99672222,19.83244722,236,Transit,Kepler-1229,0.54,0.51,3784,2016,0
Kepler-518 b,b,0.0156727,0.188,0.0003,0.0077,0.004,8.51203588,0,41.37386111,19.13933056,324,Transit,Kepler-518,0.96,0.88,5842,2016,0
Kepler-952 b,b,0.182193,0.682,0.00014,0.21386,0.107,130.3546919,0,41.99391667,19.02479722,1167,Transit,Kepler-952,1,0.99,5730,2016,0
Kepler-1285 b,b,0.00266535,0.087,0.00017,0.01583,0.008,14.7967458,0,44.15591667,18.789025,364,Transit,Kepler-1285,1.2,1.28,6170,2016,0
HD 136118 b,b,11.6809,,,,,1187.3,0.338,-1.592444444,15.31542778,46.5766,RV,HD 136118,1.191,1.75082,6097.41,2002,0
Kepler-1313 b,b,0.0129801,0.157,0.00034,0.01166,0.006,3.83309118,0,42.23325,19.49256944,187,Transit,Kepler-1313,0.92,0.85,5453,2016,0
HD 6434 b,b,0.397195,,,,,21.997999,0.17,-39.48693611,1.077855555,41.3736,RV,HD 6434,0.79,0.80278,5835,2004,0
Kepler-1519 b,b,0.144903,0.63,0.00053,0.11947,0.06,240.7989397,0,49.46186111,19.77786111,858,Transit,Kepler-1519,0.94,0.91,5644,2016,0
Kepler-1586 b,b,0.0124263,0.136,0.00129,0.08671,0.044,15.6049212,0,44.92583333,19.880175,864,Transit,Kepler-1586,1.45,1.75,6681,2016,0
Kepler-1172 b,b,0.0304768,0.285,0.00103,0.05997,0.0305,26.0204423,0,37.76661111,19.36496667,1292,Transit,Kepler-1172,0.92,0.89,5558,2016,0
Kepler-1501 b,b,0.0116544,0.139,0.00147,0.08153,0.0415,14.5564533,0,42.00144444,19.3279,888,Transit,Kepler-1501,1.2,1.3,6229,2016,0
HD 231701 b,b,1.08667,,,,,141.60001,0.1,16.47425278,19.53447778,118.483,RV,HD 231701,1.14,1.24116,6208,2007,0
Kepler-666 b,b,0.0185165,0.214,0.00086,0.07614,0.0385,4.49876092,0,48.79158333,19.89712222,1330,Transit,Kepler-666,1.03,1.05,5887,2016,0
PH-2 b,b,0.488198,0.902041,0.0499153,0.0499153,0.0499153,282.5255,0.41,51.9626,19.31757333,,Transit,PH-2,0.94,1,5629,2013,0
Kepler-1027 b,b,0.00189081,0.079,0.00031,0.00569,0.003,1.9078052,0,42.81391667,19.17141111,291,Transit,Kepler-1027,0.91,0.82,5436,2016,0
CoRoT-18 b,b,3.48652,1.31,0.18,0.18,0.18,1.9000693,0.04,-0.031583334,6.5448275,869.996,Transit,CoRoT-18,0.95,1,5440,2011,0
Kepler-703 b,b,0.349418,0.732,0.00057,0.45443,0.2275,4.58352176,0,41.74269444,19.94579167,1482,Transit,Kepler-703,1.18,1.27,6185,2016,0
Kepler-1505 b,b,0.00225358,0.083,0.00051,0.00749,0.004,30.8609366,0,41.78697222,19.46680278,359,Transit,Kepler-1505,0.93,0.86,5686,2016,0
HD 75898 b,b,2.51504,,,,,418.20001,0.1,33.05688056,8.897463889,75.7576,RV,HD 75898,1.28,1.54576,6021,2007,0
Kepler-776 b,b,0.00688654,0.114,0.00108,0.01492,0.008,4.89718784,0,41.63555556,19.15150833,727,Transit,Kepler-776,0.83,0.78,5071,2016,0
Kepler-876 b,b,0.0101747,0.128,0.00087,0.01613,0.0085,5.14438011,0,43.38377778,18.89854722,735,Transit,Kepler-876,0.81,0.77,5060,2016,0
Kepler-1459 b,b,0.00842926,0.121,0.00118,0.01482,0.008,62.8691611,0,46.01402778,18.82820278,435,Transit,Kepler-1459,0.78,0.74,4828,2016,0
Kepler-710 b,b,0.0138656,0.168,0.00051,0.03349,0.017,4.34728553,0,42.69613889,19.46427778,919,Transit,Kepler-710,0.94,0.91,5611,2016,0
Kepler-806 b,b,0.00468851,0.102,0.00003,0.04997,0.025,8.09219642,0,44.85344444,19.73380278,260,Transit,Kepler-806,0.99,1.16,5770,2016,0
KOI-4427 b,b,0.0135484,0.164155,0.0196272,0.0214116,0.0205194,147.6606,0,39.27408889,19.67448333,240,Transit,KOI-4427,0.526,0.505,3813,2010,0
Kepler-612 b,b,0.0241903,0.253,0.00412,0.07888,0.0415,3.72215641,0,45.74788889,19.42364167,932,Transit,Kepler-612,0.98,0.96,5693,2016,0
GJ 1214 b,b,0.0203507,0.2389,0.01159,0.01159,0.01159,1.58040482,0,4.963805556,17.25526111,12.9534,Transit,GJ 1214,0.157,0.211,3026,2009,0
Kepler-824 b,b,0.0137822,0.167,0.00056,0.08344,0.042,4.51436633,0,39.732,19.36516111,1352,Transit,Kepler-824,1.15,1.22,6035,2016,0
Kepler-1451 b,b,0.0337813,0.299,0.00157,0.11243,0.057,35.622233,0,40.40988889,19.56309444,1159,Transit,Kepler-1451,1,0.99,5782,2016,0
Kepler-1296 b,b,0.00206633,0.081,0.00063,0.01237,0.0065,8.3839865,0,41.40780556,19.47501389,631,Transit,Kepler-1296,0.87,0.83,5359,2016,0
Kepler-1480 b,b,0.0123746,0.149,0.00074,0.01626,0.0085,22.12679948,0,49.30180556,19.46665278,540,Transit,Kepler-1480,0.85,0.81,5156,2016,0
Kepler-620 b,b,0.0330424,0.296,0.00017,0.17083,0.0855,12.91375431,0,51.33486111,19.410625,1241,Transit,Kepler-620,1.15,1.22,6155,2016,0
16 Cyg B b,b,1.63997,,,,,798.5,0.681,50.51791944,19.69780556,21.2134,RV,16 Cyg B,0.956,1.1176,5674.41,1997,0
HAT-P-25 b,b,0.567181,1.19,0.081,0.056,0.0685,3.652836,0.032,25.19738889,3.229027778,297,Transit,HAT-P-25,1.01,0.959,5500,2012,0
HD 213240 b,b,4.53249,,,,,882.7,0.421,-49.4328,22.51680278,40.6339,RV,HD 213240,1.143,1.3947,5967.95,2001,0
Kepler-1577 b,b,0.00452953,0.101,0.00024,0.01376,0.007,6.30560247,0,47.57311111,19.53035278,543,Transit,Kepler-1577,0.78,0.74,4862,2016,0
Kepler-1409 b,b,0.00338324,0.093,0.00066,0.01234,0.0065,0.76486493,0,51.20861111,19.33898611,722,Transit,Kepler-1409,0.83,0.79,5160,2016,0
Kepler-1352 b,b,0.00189081,0.079,0.00028,0.03172,0.016,1.87788275,0,48.70147222,19.37958333,637,Transit,Kepler-1352,1.11,1.16,6118,2016,0
Kepler-1249 b,b,0.0182743,0.212,0.00056,0.12044,0.0605,24.3347127,0,44.37177778,19.79299167,1674,Transit,Kepler-1249,1.19,1.28,6202,2016,0
Kepler-1269 b,b,0.0120821,0.145,0.00061,0.05639,0.0285,37.3331536,0,45.34055556,19.18703889,710,Transit,Kepler-1269,1.1,1.15,5998,2016,0
HAT-P-45 b,b,0.892,1.426,0.175,0.087,0.131,3.128992,0.049,-3.381027778,18.29154944,305,Transit,HAT-P-45,1.259,1.319,6330,2014,0
Kepler-925 b,b,0.017919,0.209,0.00835,0.06965,0.039,33.8678531,0,40.49066667,19.34043611,623,Transit,Kepler-925,0.77,0.72,4673,2016,0
Kepler-677 b,b,0.0964436,0.48,0.00046,0.14054,0.0705,6.57531678,0,50.32161111,19.33987222,1180,Transit,Kepler-677,1,0.99,5723,2016,0
Kepler-467 b,b,0.0170154,0.201,0.00194,0.03206,0.017,24.99324193,0,38.64961111,19.15752222,458,Transit,Kepler-467,1.05,1.37,5809,2016,0
Kepler-1107 b,b,0.00819664,0.12,0.00039,0.01561,0.008,0.57103852,0,39.14166667,19.40332778,457,Transit,Kepler-1107,0.86,0.82,5268,2016,0
Kepler-790 b,b,0.0162741,0.194,0.00105,0.02595,0.0135,13.73469807,0,38.87222222,19.12780833,727,Transit,Kepler-790,0.84,0.8,5208,2016,0
Kepler-573 b,b,0.0235163,0.249,0.00048,0.05252,0.0265,22.18329658,0,51.23730556,19.30141111,758,Transit,Kepler-573,0.99,1.02,5746,2016,0
Kepler-1288 b,b,0.00437411,0.1,0.00021,0.05579,0.028,2.76122421,0,41.60586111,19.04756667,715,Transit,Kepler-1288,1.2,1.29,6132,2016,0
Kepler-1484 b,b,0.0156727,0.188,0.00072,0.04628,0.0235,30.4549136,0,38.12627778,19.51228611,1095,Transit,Kepler-1484,0.94,0.92,5730,2016,0
Kepler-583 b,b,0.0172355,0.203,0.00071,0.03829,0.0195,6.5100253,0,42.3545,18.80742222,805,Transit,Kepler-583,0.94,0.91,5523,2016,0
HD 38801 b,b,10.0105,,,,,696.3,0,-8.327516667,5.799780555,90.7441,RV,HD 38801,1.22,2.24501,5314,2010,0
Kepler-964 b,b,0.0157709,0.189,0.00076,0.01324,0.007,13.5225106,0,40.55658333,19.68667222,478,Transit,Kepler-964,0.93,0.84,5427,2016,0
HD 132563 B b,b,1.49247,,,,,1544,0.22,44.04331667,14.97265833,96.0615,RV,HD 132563 B,1.01,,5985,2011,0
Kepler-1227 b,b,0.0173469,0.204,0.00365,0.06335,0.0335,94.2887577,0,41.87491667,19.13775833,667,Transit,Kepler-1227,0.97,0.95,5747,2016,0
Kepler-61 b,b,0.0160339,0.191639,0.0115875,0.0115875,0.0115875,59.87756,0,42.47527778,19.68696667,,Transit,Kepler-61,0.635,0.62,4017,2011,0
Kepler-1486 b,b,0.0176872,0.207,0.00087,0.07713,0.039,54.6495759,0,45.43972222,19.37269167,1465,Transit,Kepler-1486,1.08,1.12,5965,2016,0
Kepler-803 b,b,0.0450611,0.338,0.00043,0.08257,0.0415,50.28638192,0,44.69386111,19.94810833,615,Transit,Kepler-803,1.05,1.12,5919,2016,0
Kepler-1462 b,b,0.0460671,0.341,0.002,0.106,0.054,65.6488341,0,42.39691667,19.75983611,1368,Transit,Kepler-1462,1,1,5756,2016,0
Kepler-886 b,b,0.0124263,0.136,0.00048,0.05352,0.027,6.24146367,0,43.59522222,19.08478333,857,Transit,Kepler-886,1.1,1.16,6098,2016,0
Kepler-1544 b,b,0.0131362,0.159,0.00096,0.01304,0.007,168.811174,0,49.21244444,19.819,349,Transit,Kepler-1544,0.81,0.74,4886,2016,0
Kepler-44 b,b,1.02109,1.24,0.07,0.07,0.07,3.24674,0,45.76213889,20.00682333,2250.02,Transit,Kepler-44,1.19,1.52,5757,2011,0
HD 5891 b,b,5.22845,,,,,177.11,0.066,20.29258333,1.009219444,251,RV,HD 5891,1.09,11.8348,4825,2011,0
Kepler-1000 b,b,0.0750581,0.425,0.00135,0.05665,0.029,120.0181272,0,47.09822222,19.11236944,925,Transit,Kepler-1000,1.4,1.51,6453,2016,0
Kepler-884 b,b,0.00609283,0.11,0.00032,0.00768,0.004,5.69919514,0,49.92316667,19.50563056,420,Transit,Kepler-884,1,0.94,5715,2016,0
Kepler-908 b,b,0.00590412,0.109,0.00034,0.01566,0.008,1.34059747,0,39.37647222,19.68816667,250,Transit,Kepler-908,1.11,1.12,5973,2016,0
HD 173416 b,b,2.71808,,,,,323.6,0.21,36.55646389,18.72669167,139.47,RV,HD 173416,2,14.3919,4683,2009,0
Kepler-1379 b,b,0.00730709,0.116,0.00092,0.01808,0.0095,0.88184115,0,41.41025,19.57803056,951,Transit,Kepler-1379,0.83,0.79,5188,2016,0
Kepler-1008 b,b,0.00688654,0.114,0.00057,0.00943,0.005,12.43931193,0,44.94194444,19.76983611,299,Transit,Kepler-1008,0.81,0.78,5066,2016,0
Kepler-1587 b,b,0.00796813,0.119,0.00317,0.05983,0.0315,9.4060467,0,49.66391667,19.51184722,907,Transit,Kepler-1587,1.08,1.22,5933,2016,0
Kepler-1569 b,b,0.0124487,0.15,0.00034,0.09266,0.0465,5.79180156,0,37.22122222,19.48031389,1050,Transit,Kepler-1569,1.25,1.4,6319,2016,0
Kepler-1273 b,b,0.0195285,0.222,0.00085,0.04515,0.023,28.625653,0,44.87341667,19.05354722,1355,Transit,Kepler-1273,0.94,0.91,5566,2016,0
HD 76700 b,b,0.232142,,,,,3.97097,0.095,-66.80128611,8.898869445,60.2773,RV,HD 76700,1.129,1.2353,5668.45,2003,0
HD 39091 b,b,10.088,,,,,2151,0.6405,-80.471675,5.619108333,18.315,RV,HD 39091,1.071,1.14999,5949.91,2002,0
Kepler-1636 b,b,0.0311545,0.288,0.00166,0.09734,0.0495,425.47785,0,46.44102778,19.60384167,1567,Transit,Kepler-1636,1.01,1.02,5797,2016,0
Kepler-1068 b,b,0.0406377,0.324,0.00096,0.11104,0.056,16.92344113,0,46.39236111,19.64321111,1532,Transit,Kepler-1068,1.01,1.01,5806,2016,0
Kepler-596 b,b,0.0363708,0.309,0.00054,0.18646,0.0935,21.30022655,0,51.68572222,19.30004444,1083,Transit,Kepler-596,1.21,1.32,6267,2016,0
HD 7449 b,b,1.3131,,,,,1275,0.82,-5.04705,1.241505556,38.5208,RV,HD 7449,1.05,0.952526,6024,2011,0
HD 149026 b,b,0.361471,0.654,0.06,0.046,0.053,2.8758911,0,38.34718056,16.50824444,79.4281,RV,HD 149026,1.294,1.368,6160,2005,0
Kepler-1240 b,b,0.00485109,0.103,0.00079,0.02621,0.0135,4.8663815,0,40.55744444,18.86664722,614,Transit,Kepler-1240,0.98,0.96,5682,2016,0
Qatar-2 b,b,2.48409,1.144,0.035,0.035,0.035,1.3371182,0,-6.804,13.84372472,,Transit,Qatar-2,0.74,0.713,4645,2012,0
Kepler-1448 b,b,0.0120099,0.144,0.00053,0.03247,0.0165,12.27065865,0,50.59558333,19.19115833,786,Transit,Kepler-1448,0.95,0.93,5774,2016,0
Kepler-1551 b,b,0.021628,0.237,0.00027,0.11773,0.059,24.4973698,0,39.90791667,19.71903333,1560,Transit,Kepler-1551,1.14,1.22,6136,2016,0
HD 216437 b,b,2.16817,,,,,1353,0.319,-70.07388611,22.91098889,26.7451,RV,HD 216437,1.117,1.36865,5848.71,2002,0
Kepler-1052 b,b,0.0256089,0.261,0.00086,0.07514,0.038,34.8538276,0,46.60227778,19.68951667,1051,Transit,Kepler-1052,1.03,1.03,5888,2016,0
HAT-P-49 b,b,1.72959,1.413,0.128,0.077,0.1025,2.691548,0,26.69266667,20.36275778,,Transit,HAT-P-49,1.543,1.833,6820,2014,0
Kepler-623 b,b,0.0271261,0.269,0.00075,0.04825,0.0245,9.07097734,0,47.47738889,19.79911389,811,Transit,Kepler-623,0.9,0.86,5443,2016,0
Kepler-1621 b,b,0.0161718,0.193,0.00092,0.10308,0.052,92.263714,0,43.84122222,19.83923333,1461,Transit,Kepler-1621,1.15,1.24,6158,2016,0
Kepler-1439 b,b,0.0107116,0.13,0.00073,0.03027,0.0155,8.07392849,0,40.98002778,19.04931944,215,Transit,Kepler-1439,0.46,0.43,3578,2016,0
Kepler-681 b,b,0.0283318,0.275,0.00115,0.02685,0.014,26.39435646,0,51.25033333,19.29331389,666,Transit,Kepler-681,0.8,0.76,5021,2016,0
Kepler-564 b,b,0.0707577,0.413,0.00036,0.09064,0.0455,3.75083228,0,46.62641667,19.789225,830,Transit,Kepler-564,0.95,0.92,5626,2016,0
HAT-P-7 b,b,1.7916,1.363,0.195,0.087,0.141,2.204737,0,47.9695,19.48315611,320,Transit,HAT-P-7,1.5,1.981,6389,2008,0
HD 49674 b,b,0.101571,,,,,4.94737,0.087,40.86805556,6.858469444,44.2282,RV,HD 49674,1.015,0.889525,5662.28,2003,0
Kepler-783 b,b,0.00123338,0.07,0.0001,0.0109,0.0055,4.29264638,0,47.48480556,19.40419444,544,Transit,Kepler-783,0.93,0.89,5521,2016,0
Kepler-1378 b,b,0.0164814,0.196,0.00966,0.06534,0.0375,11.95398936,0,40.36638889,19.82488889,562,Transit,Kepler-1378,0.7,0.67,4407,2016,0
Kepler-828 b,b,0.0121297,0.135,0.00006,0.01694,0.0085,0.56785714,0,42.47125,19.12581944,625,Transit,Kepler-828,0.81,0.77,5039,2016,0
WASP-38 b,b,2.70901,1.09,0.02,0.02,0.02,6.87188,0.028,10.03258333,16.26399,110,Transit,WASP-38,1.23,1.35,6180,2011,0
WASP-69 b,b,0.259543,1.057,0.017,0.017,0.017,3.8681382,0,-5.094472222,21.00172028,50,Transit,WASP-69,0.826,0.813,4700,2014,0
Kepler-1199 b,b,0.00485109,0.103,0.00034,0.03266,0.0165,15.0447198,0,47.24705556,19.581725,540,Transit,Kepler-1199,0.94,1.17,5889,2016,0
Kepler-817 b,b,0.500877,0.806,0.00001,0.28499,0.1425,3.99010623,0,39.16161111,19.73879167,1401,Transit,Kepler-817,1.03,1.03,5861,2016,0
HD 77338 b,b,0.0498139,,,,,5.7361,0.09,-25.52640556,9.020130556,40.7498,RV,HD 77338,0.93,0.88,5370,2013,0
HD 220773 b,b,1.44975,,,,,3724.7,0.51,8.644386111,23.44095278,50.8906,RV,HD 220773,1.16,1.35144,5940,2012,0
Kepler-655 b,b,0.0223911,0.242,0.00054,0.06046,0.0305,46.4063358,0,46.84319444,19.81727222,783,Transit,Kepler-655,1.15,1.24,6170,2016,0
Kepler-559 b,b,0.0400412,0.322,0.00039,0.08861,0.0445,17.58752333,0,43.80280556,19.77578889,793,Transit,Kepler-559,0.96,0.95,5630,2016,0
WASP-6 b,b,0.52136,1.224,0.051,0.052,0.0515,3.361006,0.054,-22.67391667,23.21048639,,Transit,WASP-6,0.93,0.87,5450,2009,0
Kepler-1337 b,b,0.0186391,0.215,0.00001,0.04799,0.024,24.4002549,0,46.79611111,19.13393889,588,Transit,Kepler-1337,0.7,0.67,4523,2016,0
Kepler-1552 b,b,0.0192688,0.22,0.00097,0.01803,0.0095,184.771853,0,38.87491667,19.44512222,618,Transit,Kepler-1552,0.85,0.78,5202,2016,0
HD 137388 b,b,0.227816,,,,,330,0.36,-80.20469444,15.59446944,38.4468,RV,HD 137388,0.86,0.97784,5240,2011,0
Kepler-1080 b,b,0.0323205,0.293,0.00007,0.14593,0.073,77.2548396,0,49.18291667,19.76430278,688,Transit,Kepler-1080,1.1,1.16,5956,2016,0
WASP-104 b,b,1.272,1.137,0.037,0.037,0.037,1.7554137,0,7.435,10.70682889,143,Transit,WASP-104,1.076,0.963,5475,2014,0
WASP-83 b,b,0.3,1.04,0.08,0.05,0.065,4.971252,0,-19.28427778,12.67680833,300,Transit,WASP-83,1.11,1.05,5480,2015,0
Kepler-1095 b,b,0.00571923,0.108,0.00063,0.02837,0.0145,4.27103091,0,41.36511111,19.55083056,758,Transit,Kepler-1095,0.94,0.92,5658,2016,0
Kepler-1170 b,b,0.0186391,0.215,0.00138,0.03062,0.016,9.98969327,0,43.77966667,19.47790556,911,Transit,Kepler-1170,0.8,0.76,5069,2016,0
Kepler-1132 b,b,0.0180364,0.21,0.00093,0.03107,0.016,62.8916228,0,48.42394444,19.09116389,940,Transit,Kepler-1132,0.87,0.83,5298,2016,0
Kepler-1265 b,b,0.00819664,0.12,0.00067,0.01733,0.009,6.49441289,0,47.07952778,18.97238611,581,Transit,Kepler-1265,0.71,0.69,4630,2016,0
Kepler-1494 b,b,0.0281267,0.274,0.00136,0.09064,0.046,91.080482,0,43.16252778,18.84382778,1059,Transit,Kepler-1494,0.96,0.94,5659,2016,0
WASP-99 b,b,2.78,1.1,0.08,0.05,0.065,5.75251,0,-50.008,2.659844444,,Transit,WASP-99,1.48,1.76,6150,2013,0
HD 100777 b,b,1.16502,,,,,383.70001,0.36,-4.755777778,11.59764722,49.6032,RV,HD 100777,1,1.07881,5582,2007,0
Kepler-818 b,b,0.0867729,0.456,0.00061,0.10739,0.054,10.03538581,0,39.37033333,19.74900833,967,Transit,Kepler-818,0.94,0.92,5638,2016,0
HAT-P-5 b,b,1.05561,1.254,0.051,0.056,0.0535,2.788491,0,36.62133333,18.29369417,341.297,Transit,HAT-P-5,1.157,1.165,5960,2007,0
Kepler-1381 b,b,0.0170154,0.201,0.00118,0.04182,0.0215,25.3842686,0,48.72777778,19.16905,1306,Transit,Kepler-1381,0.96,0.94,5747,2016,0
Kepler-1078 b,b,0.014034,0.17,0.00169,0.05431,0.028,3.00725242,0,43.05002778,19.54670556,1215,Transit,Kepler-1078,0.94,0.92,5612,2016,0
Kepler-585 b,b,0.0240196,0.252,0.00013,0.07287,0.0365,2.75235975,0,43.87341667,19.1019,604,Transit,Kepler-585,0.96,0.93,5593,2016,0
HD 222582 b,b,7.63003,,,,,572.38,0.725,-5.985486111,23.69767222,41.7711,RV,HD 222582,0.965,1.13737,5726.63,2000,0
Kepler-558 b,b,0.0181548,0.211,0.00103,0.02597,0.0135,29.00790538,0,42.65266667,18.97719167,652,Transit,Kepler-558,0.85,0.81,5242,2016,0
Kepler-670 b,b,1,1.176,0.00008,0.36992,0.185,2.81650485,0,49.22530556,19.80103056,980,Transit,Kepler-670,0.99,0.99,5709,2016,0
Kepler-1188 b,b,0.0154788,0.186,0.00053,0.06347,0.032,17.1369543,0,43.14805556,18.87358889,1202,Transit,Kepler-1188,1.04,1.06,5913,2016,0
Kepler-434 b,b,2.86,1.13,0.26,0.18,0.22,12.8747099,0.131,42.92888889,19.57242528,1240,Transit,Kepler-434,1.198,1.38,5970,2010,0
Kepler-16 b,b,0.333,0.7538,0.0026,0.0023,0.00245,228.776,0.0069,51.75741667,19.27171528,61.3181,Transit,Kepler-16,0.6897,0.6489,4450,2011,0
Kepler-1122 b,b,0.0151003,0.182,0.00076,0.03524,0.018,42.1917357,0,46.34091667,19.21870278,924,Transit,Kepler-1122,0.92,0.89,5544,2016,0
Kepler-1534 b,b,0.0139495,0.169,0.00126,0.03174,0.0165,5.71668872,0,43.86908333,19.493025,1107,Transit,Kepler-1534,0.9,0.86,5442,2016,0
WASP-33 b,b,0,1.497,0.045,0.045,0.045,1.21986983,0,37.55050278,2.447516667,115.607,Transit,WASP-33,1.495,1.444,7430,2006,0
TrES-1 b,b,0.752484,1.067,0.022,0.021,0.0215,3.030065,0,36.63263889,19.06940111,152.207,Transit,TrES-1,0.878,0.807,5230,2004,0
HD 4208 b,b,0.807457,,,,,828,0.052,-26.51604444,0.740680556,32.3729,RV,HD 4208,0.879,0.876501,5600.17,2002,0
Kepler-773 b,b,0.0101747,0.128,0.00038,0.01362,0.007,3.74910006,0,38.05755556,19.39231111,528,Transit,Kepler-773,1.04,1.01,5850,2016,0
