STAR,MSINI,MSTAR,HIPP,V,VURL,VREF,TEFF,LOGG,DIST,BMV,J,H,VSINI,RHK,MASSREF,MASSURL,KS,SPECREF,SPECURL,BINARYREF,BINARYURL,NAME,OTHERNAME,COMP,HD,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA,DEC,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,MICROLENSING,IMAGING,TIMING,ASTROMETRY,PAR,GAMMA,PER,ECC,OM,K,T0,DVDT,I,A,MASS,SEP,TREND,LAMBDA,BIGOM,DEPTH,T14,TT,R,AR,B,DENSITY,GRAVITY,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH58,SEDEPTH80,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,FIRSTREF,FIRSTURL,ORBREF,ORBURL,RSTAR,RHOSTAR,FE,SHK,KP,JSNAME,EPEURL,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,EANAME,EAURL
,mjupiter,msun,,,,,k,,pc,,,,km/s,,,,,,,,,,,,,,,,,,,hr,deg,,,,,,,,,,,marcsec,km/s,day,,deg,m/s,jd,m/s/day,deg,au,mjupiter,au,,deg,deg,,day,,rjupiter,,,g/cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rsun,g/cm^3,,,,,,,,,,,
HD 219828,0.0622185,1.24,115100,8.04,,,5891,4.18,72.3066,0.654,6.871,6.613,2.9,-5.04,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,6.53,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,,HD 219828 b,,b,219828,,108526,,0,,,23.31298333379958,18.64571388880412,23:18:46.74,+18:38:44.57,,,0,1,0,0,0,0,13.83,-24.1036,3.8334999,0,0,7,2453898.629,,,0.0515012,0.0622185,0.0515012,1,,,,,,,7.5599,,,0,0,,,,,0,,,,,,,,,,,1.7,,22,1,0,RV,RV,2007,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,1.4682,,0.19,,,HD 219828,http://exoplanet.eu/star.php?st=HD+219828,,,HD 219828,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+219828,HD 219828 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+219828+b&type=PLANET+HOST
Kepler-480,,1.25,,,,,6322,4.28,806,,12.332,12.11,,,estimated from radius; see EOD documentation,,12.065,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-480 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.63092777782017,49.76505555576748,19:37:51.34,+49:45:54.2,,167.01,1,1,0,0,0,0,1.24069,,4.9195838,0,90,,,,,0.0609811,0.0233514,0.0609811,0,,,0.000364428,0.174483,2454967.603,0.248,9.80782,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01909,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.34,,0.11,,13.273,,,,,,,Kepler-480 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-480+b&type=PLANET+HOST
Kepler-1567,,0.95,,,,,5655,4.49,1226,,14.371,13.969,,,estimated from radius; see EOD documentation,,13.992,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1567 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.11301388846503,40.29180555555556,19:06:46.85,+40:17:30.5,,4202.01,1,1,0,0,0,0,0.815661,,153.979578,0,90,,,,,0.5527,0.0227057,0.5527,0,,,0.000733868,0.37475,2454998.49,0.244,128.082,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02709,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.93,,-0.03,,15.672,,,,,,,Kepler-1567 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1567+b&type=PLANET+HOST
Kepler-1390,,0.98,,,,,5753,4.45,760,,13.178,12.82,,,estimated from radius; see EOD documentation,,12.764,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1390 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.91082222196791,48.24877777735392,19:54:38.96,+48:14:55.6,,2936.01,1,1,0,0,0,0,1.31579,,6.48021673,0,90,,,,,0.0675681,0.00518721,0.0675681,0,,,0.000113849,0.13379,2454965.86,0.105,14.8593,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01067,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.98,,-0.01,,14.421,,,,,,,Kepler-1390 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1390+b&type=PLANET+HOST
Kepler-1642,,0.88,,,,,5355,4.54,447,,12.613,12.164,,,estimated from radius; see EOD documentation,,12.066,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-1642 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.81414444393582,43.64372222264608,19:48:50.92,+43:38:37.4,,6166.01,1,1,0,0,0,0,2.23714,,12.2057513,0,90,,,,,0.0994208,0.0304768,0.0994208,0,,,0.00124397,0.10225,2454967.13,0.285,25.5082,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03527,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.84,,-0.01,,14.13,,,,,,,Kepler-1642 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1642+b&type=PLANET+HOST
Kepler-871,,1.11,,,,,5993,4.37,1695,,14.469,14.17,,,estimated from radius; see EOD documentation,,14.167,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-871 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.63514166673025,43.36816666669316,19:38:06.51,+43:22:05.4,,1508.01,1,1,0,0,0,0,0.589971,,22.0459018,0,90,,,,,0.159318,0.0437521,0.159318,0,,,0.000915668,0.2108,2454969.478,0.334,30.1192,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03026,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.14,,0.09,,15.689,,,,,,,Kepler-871 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-871+b&type=PLANET+HOST
Kepler-1131,,1.03,,,,,5851,4.42,1109,,13.794,13.5,,,estimated from radius; see EOD documentation,,13.416,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1131 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.71010000016954,49.26130555576749,19:42:36.36,+49:15:40.7,,2171.01,1,1,0,0,0,0,0.901713,,3.53232449,0,90,,,,,0.0458416,0.0118667,0.0458416,0,,,0.000197403,0.116967,2454967.745,0.142,9.49966,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01405,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.04,,0.05,,14.972,,,,,,,Kepler-1131 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1131+b&type=PLANET+HOST
Kepler-705,,0.53,,,,,3722,4.75,251,,13.446,12.778,,,estimated from radius; see EOD documentation,,12.536,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-705 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.30056666665607,41.81211111068725,19:18:02.04,+41:48:43.6,,854.01,1,1,0,0,0,0,3.98406,,56.0560538,0,90,,,,,0.231978,0.0156727,0.231978,0,,,0.00146306,0.19146,2455034.166,0.188,98.0299,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03825,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.51,,0.07,,15.849,,,,,KOI-854.01,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-854.01,Kepler-705 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-705+b&type=PLANET+HOST
HD 1237,3.3748,0.9,1292,6.59,,,5536,4.56,17.4978,0.749,5.365,4.99,,-4.44008,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,4.858,Santos 2004,http://adsabs.harvard.edu/abs/2004A%26A...415.1153S,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,HD 1237 b,GJ 3021,b,1237,,256219,3021,1,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,Naef 2001,0.2697888888253106,-79.85104166666666,00:16:11.24,-79:51:03.75,,,0,1,0,0,0,0,57.15,,133.71001,0.511,290.7,167,2451545.86,,,0.494668,3.3748,0.494668,0,,,,,,,124.252,,,0,0,,,,,0,,,,,,,,,,,19.2,3.24,61,1,0,RV,RV,2001,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,0.858011,,0.12,0.391,,GJ 3021,http://exoplanet.eu/star.php?st=GJ+3021,,,HD 1237,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+1237,HD 1237 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+1237+b&type=PLANET+HOST
WASP-21,0.300201,1.01,,11.58,,,5800,4.2,242.131,0.54,10.35,10.085,1.5,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,9.982,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,,WASP-21 b,2MASS J23095825+1823459,b,,,,,0,,,23.16618166711595,18.39605555534363,23:09:58.254,+18:23:45.8,,,0,1,0,0,0,0,4.13,,4.322482,0,90,37.2,2454743.0419,,88.75,0.0521087,0.300272,0.0521087,0,,,0.01082,0.1398,2454743.0419,1.07,10.5946,0.23,0.3192,2.81252,1,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,,,0,,,,,,,,,,,,,42,1,0,Transit,Transit,2010,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,1.06,0.84,-0.46,,,WASP-21,http://exoplanet.eu/star.php?st=WASP-21,WASP-21 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-21&PLANET=b,WASP-21,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-21,WASP-21 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-21+b&type=PLANET+HOST
HD 4308,0.0477376,0.933,3497,6.55,,,5695,4.58,22.0556,0.655,5.365,5.1,,,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,4.945,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,,,HD 4308 b,,b,4308,,248244,,0,,,0.7441777780320908,-65.64771666632758,00:44:39.04,-65:38:51.78,,,0,1,0,0,0,0,45.34,,15.56,0,359,4.07,2453314.7,,,0.119192,0.0477376,0.119192,0,,,,,,,31.2281,,,0,0,,,,,0,,,,,,,,,,,1.3,1.92,41,1,0,RV,RV,2006,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,0.82259,,-0.31,,,HD 4308,http://exoplanet.eu/star.php?st=HD+4308,,,HD 4308,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4308,HD 4308 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+4308+b&type=PLANET+HOST
Kepler-239,,,,,,,4914,4.583,,,13.703,13.215,,,estimated from radius; see EOD documentation,,13.13,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-239 b,KOI-835,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.61348055521647,40.66341111077202,19:36:48.53,+40:39:48.28,,835.01,1,1,0,0,0,0,,,11.763051,,90,,2455013.93614,,,0.101225,0.0177874,0.101225,0,,,,0.120792,2455013.93614,0.207869,28.592,0.17,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.763,,,,,Kepler-239,http://exoplanet.eu/star.php?st=Kepler-239,,,Kepler-239,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-239,Kepler-239 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-239+b&type=PLANET+HOST
Kepler-651,,0.92,,,,,5522,4.53,537,,12.719,12.397,,,estimated from radius; see EOD documentation,,12.27,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-651 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.15551944467756,46.20350000010597,19:09:19.87,+46:12:12.6,,709.01,1,1,0,0,0,0,1.8622,,21.38521506,0,90,,,,,0.146649,0.0181548,0.146649,0,,,0.00061802,0.167963,2455011.781,0.211,36.328,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02486,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.87,,-0.04,,13.94,,,,,,,Kepler-651 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-651+b&type=PLANET+HOST
Kepler-1217,,1.06,,,,,5905,4.4,1363,,14.121,13.834,,,estimated from radius; see EOD documentation,,13.807,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1217 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.27911111089918,50.93755555550257,19:16:44.80,+50:56:15.2,,2387.01,1,1,0,0,0,0,0.733676,,2.03232507,0,90,,,,,0.0320163,0.0147338,0.0320163,0,,,0.000278222,0.07158,2454965.319,0.178,6.38894,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01668,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.08,,0.07,,15.298,,,,,,,Kepler-1217 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1217+b&type=PLANET+HOST
Kepler-895,,0.65,,,,,4315,4.67,516,,14.092,13.453,,,estimated from radius; see EOD documentation,,13.387,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-895 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.28604444450803,51.40888888888889,19:17:09.76,+51:24:32.0,,1577.01,1,1,0,0,0,0,1.93798,,2.80624233,0,90,,,,,0.0337283,0.0115145,0.0337283,0,,,0.000534072,0.07154,2454966.731,0.137,11.9164,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02311,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.61,,-0.16,,15.988,,,,,,,Kepler-895 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-895+b&type=PLANET+HOST
Kepler-628,,1,,,,,5721,4.22,579,,11.979,11.662,,,estimated from radius; see EOD documentation,,11.599,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-628 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.36328333324856,39.85480555534363,19:21:47.82,+39:51:17.3,,631.01,1,1,0,0,0,0,1.72712,,15.4580567,0,90,,,,,0.121444,0.243389,0.121444,0,,,0.00357724,0.366503,2455006.782,0.749,20.4479,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.05981,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.28,,0.04,,13.398,,,,,,,Kepler-628 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-628+b&type=PLANET+HOST
Kepler-174,,,,,,,4880,4.679,,,12.791,12.293,,,estimated from radius; see EOD documentation,,12.184,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-174 b,KOI-518,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.16261111153496,43.83208888901605,19:09:45.40,+43:49:55.52,,518.01,1,1,0,0,0,0,,,13.98179,,90,,2455014.97351,,,0.113583,0.014454,0.113583,0,,,,0.122417,2455014.97351,0.174859,39.3556,0.22,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.622,,,,,Kepler-174,http://exoplanet.eu/star.php?st=Kepler-174,,,Kepler-174,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-174,Kepler-174 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-174+b&type=PLANET+HOST
Kepler-440,,0.575,,,,,4134,4.706,261,,12.96,12.323,,,estimated from radius; see EOD documentation,,12.121,,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Kepler-440 b,KOI-4087,b,,,,,0,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,19.02333055549198,41.45219444447094,19:01:23.99,+41:27:07.90,,4087.01,1,1,0,0,0,0,3.83142,-20.1,101.11141,0,90,,2455756.2986,,89.93,0.353207,0.0136945,0.353207,0,,,0.000922944,0.33125,2455756.2986,0.165939,136.176,0.09,,,1,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,,0.03038,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2010,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,0.559,4.76,-0.3,,15.134,Kepler-440,http://exoplanet.eu/star.php?st=Kepler-440,,,KOI-4087,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-4087,Kepler-440 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-440+b&type=PLANET+HOST
Kepler-674,,0.6,,,,,4192,4.69,302,,13.213,12.521,,,estimated from radius; see EOD documentation,,12.394,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-674 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.01174722247654,50.14980555534363,19:00:42.29,+50:08:59.3,,778.01,1,1,0,0,0,0,3.31126,,2.24338185,0,90,,,,,0.0282874,0.0125233,0.0282874,0,,,0.000716633,0.042521,2455003.679,0.151,10.6955,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02677,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.57,,-0.27,,15.135,,,,,,,Kepler-674 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-674+b&type=PLANET+HOST
Kepler-1247,,0.86,,,,,5303,4.55,1094,,14.534,14.069,,,estimated from radius; see EOD documentation,,14.069,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1247 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.63556944449743,46.61827777783076,19:38:08.05,+46:37:05.8,,2461.01,1,1,0,0,0,0,0.914077,,13.71220213,0,90,,,,,0.106621,0.0178026,0.106621,0,,,0.000690113,0.103863,2454968.519,0.208,28.0229,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02627,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.82,,-0.05,,15.935,,,,,,,Kepler-1247 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1247+b&type=PLANET+HOST
Kepler-1210,,0.94,,,,,5568,4.49,1155,,14.266,13.936,,,estimated from radius; see EOD documentation,,13.833,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1210 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.52214166641235,48.21936111105813,19:31:19.71,+48:13:09.7,,2368.01,1,1,0,0,0,0,0.865801,,8.07124073,0,90,,,,,0.0771394,0.0125983,0.0771394,0,,,0.000281233,0.11054,2454970.764,0.152,18.0705,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01677,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.92,,0.04,,15.553,,,,,,,Kepler-1210 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1210+b&type=PLANET+HOST
WASP-25,0.578118,1,,11.88,,,5750,4.5,,0.400001,10.596,10.268,3,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10.174,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,,,WASP-25 b,2MASS J13012637-2731199,b,,,,,0,,,13.02399277793037,-27.52219444433848,13:01:26.374,-27:31:19.9,,,0,1,0,0,0,0,,,3.764825,0,90,75.5,2455274.99649,,88,0.0473714,0.57847,0.0473714,0,14.6,,0.0187,0.116,2455274.99649,1.22,11.0971,0.38,0.42161,2.98271,1,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,,,0,,,,,,,,,,,,,29,1,0,Transit,Transit,2011,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,0.92,1.29,-0.05,,,WASP-25,http://exoplanet.eu/star.php?st=WASP-25,WASP-25 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-25&PLANET=b,TYC 6706-861-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+6706-861-1,WASP-25 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-25+b&type=PLANET+HOST
Kepler-1646,,0.24,,,,,3299,5.01,81,,12.872,12.298,,,estimated from radius; see EOD documentation,,12.029,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1646 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.16842777782016,42.91291666666667,19:10:06.34,+42:54:46.5,,6863.01,1,1,0,0,0,0,12.3457,,4.48558383,0,90,,,,,0.0330793,0.00609283,0.0330793,0,,,0.00197047,0.0342,2454968.432,0.11,27.4198,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.04439,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.26,,0.04,,15.737,,,,,,,Kepler-1646 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1646+b&type=PLANET+HOST
